# name,planet_status,mass_eu,mass_jup,star_mass,star_radius,star_teff,star_distance,radius_eu,Radius_estimate (EU),radius_jup,geometric_albedo,ra,dec,semi_major_axis,molecules,star_name,Bulk Density (g/cm3),Escape Vel (EU),ESI_radius,ESI_Bulk_Dens,ESI_Internal,ESI_Esc_Velocity,Effective Temperature (K),ESI_Eff_Temp,ESI_Surface,ESI_Global,X-Coord,Y-Coord,Z-Coord,Ra_Radians ,Dec_Radians,,Revenue1,Revenue2
AU Mic c,Confirmed,22.184534,0.0698,0.5,0.75,3700,9.79,3.435732309,3.435732309,0.3131,0.3,311.2916667,-31.34083335,0.1101,,AU Mic,3.015787442,2.541001239,0.4508838363,0.7074507691,0.66221,0.56481,455.9350833,0.7742611055,0.4010165882,0.515322522,-6.282516482,3.825965141,6.460346538,5.43,-0.55,,,
Kepler-62 e,Confirmed,35.91479,0.113,0.69,0.64,4925,368,1.580151557,1.580151557,0.144,0.3,283.212747,45.349865,0.427,,Kepler-62,50.18633437,4.767346023,0.775148264,0.1978586226,0.39086,0.34678,295.9420434,0.9863992609,0.6643945097,0.5095951734,-251.7752936,-254.8690525,84.11282656,4.94,0.79,,,
K2-124 b,Confirmed,10.48839,0.033,0.39,0.39,3570,140.4,2.842078147,2.842078147,0.259,0.3,133.64119,23.132891,0.049,,K2-124,2.518889733,1.920993022,0.520551619,0.6274565517,0.64699,0.68470,474.2292967,0.7556781174,0.4008525197,0.5092628888,93.4347338,39.9167019,-96.89565227,2.33,0.40,,,
K2-146 b,Confirmed,5.7717928,0.01816,0.33,0.33,3385,79.31,2.00810927,2.00810927,0.183,0.3,130.026779,19.092878,0.027,,K2-146,3.929679069,1.695317623,0.6648694646,0.8325874301,0.80707,0.74203,551.9615089,0.6857457084,0.3144430934,0.5037626329,57.39030506,19.86518612,-51.00787552,2.27,0.33,,,
L 98-59 b,Confirmed,0.413179,0.0013,0.32,0.291,3500,10.623,0.8317742223,0.8317742223,0.0758,0.3,122.5333333,-68.31305557,0.02191,,L 98-59,3.958496306,0.7047835723,0.9081623839,0.8361404342,0.88409,0.82683,592.5978487,0.6541010756,0.2862496401,0.503060789,3.309565063,-8.322089056,-5.712945111,2.14,-1.19,,,
TOI-1759 b,Confirmed,6.801562,0.0214,0.61,0.6,4036,40.12,2.995703993,2.995703993,0.273,0.3,326.85,62.75388891,0.1176,,TOI-1759,1.394826985,1.506760624,0.5005375782,0.4040150428,0.50555,0.79784,432.0942281,0.7998953159,0.4956025069,0.5005504038,-10.04394082,-19.50476834,33.59014238,5.70,1.10,,,
HD 95338 b,Confirmed,39.4299898,0.12406,0.76,0.86,5212,36.9,3.896609846,3.896609846,0.3551,0.3,164.8583333,-56.62305557,0.231,,HD 95338,3.674297087,3.180967644,0.408445856,0.800125922,0.68764,0.47836,473.5599847,0.7563422601,0.3544360272,0.4936855907,5.302582191,-8.048833662,-35.61894017,2.88,-0.99,,,
K2-155 c,Confirmed,6.515515,0.0205,0.65,0.58,4258,82,2.54579973,2.54579973,0.232,0.3,65.468697,21.3536,0.0946,,K2-155,2.177130264,1.599748227,0.5640476485,0.5664351167,0.62670,0.76931,495.0276783,0.7356061809,0.3873246421,0.4926831791,69.47714061,27.1629081,34.04560701,1.14,0.37,,,
HD 73583 c,Confirmed,9.598466,0.0302,0.66,0.71,4511,31.6,2.673089717,2.673089717,0.2436,0.3,129.6875,-13.25666668,0.1233,,HD 73583,2.770573013,1.894887927,0.5445007212,0.6691742247,0.67830,0.69087,507.4470125,0.7241211431,0.3569954749,0.4920881119,23.66943238,-5.576318351,-20.17975828,2.26,-0.23,,,
HD 10697 b,Confirmed,2173.00371,6.837,1.13,1.79,5600,32.56,12.64121245,12.64121245,1.152,0.3,26.2326,20.08315,2.14,,HD 10697,5.930654869,13.11068097,0.1466145335,0.9632315743,0.56710,0.14174,255.8979932,0.9409778908,0.4258976933,0.4914516921,13.51694611,4.941992811,29.20654849,0.46,0.35,,,
Kepler-26 b,Confirmed,5.1202413,0.01611,0.54,0.51,3914,338.55,2.721372126,2.721372126,0.248,0.3,284.940997,46.56654,0.085,,Kepler-26,1.400667354,1.37164154,0.5374361747,0.4053638476,0.51682,0.84330,452.8644382,0.7774701691,0.4667678668,0.4911572952,-224.8879997,-237.534371,87.28638321,4.97,0.81,,,
GJ 876 c,Confirmed,241.487234,0.7598,0.334,0.36,3350,4.7,0,9.833878511,,0.3,343.3041667,-14.2536111,0.134,"CH4, H, OH",GJ 876,1.4,4.955346757,0.1846060945,0.4052098408,0.38106,0.33583,272.1856325,0.9717694161,0.630150713,0.4900232334,-1.30869962,0.3324551654,4.501863933,5.99,-0.25,,,
K2-233 d,Confirmed,8.295363,0.0261,0.8,0.74,4950,67.64,2.589692829,2.589692829,0.236,0.3,230.47998,-20.231684,0.1527,,K2-233,2.633291923,1.789711182,0.5571507355,0.6467389227,0.67041,0.71692,510.6248896,0.7212397303,0.3576489592,0.4896656066,-48.95839012,18.04392494,-43.0425651,4.02,-0.35,,,
K2-133 b,Confirmed,2.193027,0.0069,0.46,0.46,3655,75.2,1.316792964,1.316792964,0.12,0.3,70.148567,25.010006,0.03194,,K2-133,5.295413292,1.290483992,0.8632622902,0.9801408144,0.94872,0.87318,641.7916684,0.619493613,0.2507083055,0.4877018156,64.0991418,29.90355002,25.53659565,1.22,0.44,,,
K2-240 b,Confirmed,4.989931,0.0157,0.58,0.54,3810,70,1.953242897,1.953242897,0.178,0.3,227.849609,-17.875217,0.0513,,K2-240,3.691765901,1.598300828,0.6772216408,0.8024037865,0.79544,0.76973,575.2151186,0.6672728357,0.2951384621,0.48452609,-49.39180343,15.92952816,-46.97552434,3.98,-0.31,,,
HD 219134 d,Confirmed,16.6415788,0.05236,0.794,0.778,4699,6.55,0,4.031731683,,0.3,348.3208333,57.16833334,0.225,,HD 219134,1.4,2.031612298,0.3974774742,0.4052098408,0.47415,0.65971,415.39733,0.8188828354,0.4950663979,0.4844937233,-0.7188800816,-1.114130735,6.414391953,6.08,1.00,,,
Kepler-1708 b,Confirmed,1462.018,4.6,1.088,1.117,6157,1667,9.750851898,9.750851898,0.8886,0.3,296.825,43.62472224,1.64,,Kepler-1708,8.694275816,12.244596,0.1860317693,0.7758227271,0.54057,0.15100,254.1189263,0.9375025072,0.4309729868,0.4826726125,-1076.844333,-1026.351366,752.2620255,5.18,0.76,,,
K2-229 d,Confirmed,25.10857,0.079,0.87,0.79,5315,103.8,2.594082139,2.594082139,0.2364,0.3,186.87326,-6.721861,0.182,,K2-229,7.930109484,3.111060873,0.5564703094,0.8199337969,0.76089,0.48649,518.411451,0.7142755715,0.3039220468,0.4808863094,-12.33672099,1.454003845,-103.0540207,3.26,-0.12,,,
Kepler-102 e,Confirmed,8.89924,0.028,0.81,0.76,4909,108.13,2.172708391,2.172708391,0.198,0.3,281.482749,47.208031,0.117,,Kepler-102,4.783623262,2.023788482,0.6303762444,0.9294342994,0.84311,0.66142,581.8380145,0.6621922592,0.273976393,0.4806158066,-71.98660471,-77.7603221,21.52575084,4.91,0.82,,,
K2-90 b,Confirmed,8.89924,0.028,0.63,0.62,4484,134.9,2.54579973,2.54579973,0.232,0.3,59.152405,22.472631,0.096,,K2-90,2.973641337,1.869621624,0.5640476485,0.7010294798,0.70242,0.69696,532.6093335,0.7019174368,0.3282916998,0.4802052536,107.0214409,44.2698511,69.17081368,1.03,0.39,,,
Kepler-10 c,Confirmed,7.3704777,0.02319,0.91,1.06,5708,186.5,2.301095705,2.301095705,0.2097,0.3,285.679394,50.241299,0.241,,Kepler-10,3.335031696,1.789657226,0.6058594415,0.7541028254,0.74542,0.71693,557.9989913,0.6808518756,0.3045331423,0.4764506807,-114.8387262,-138.0359161,50.40240897,4.99,0.88,,,
Kepler-539 b,Confirmed,308.2951,0.97,1.05,0.95,5820,310.01,8.197036201,8.197036201,0.747,0.3,299.122454,41.86676,0.4988,,Kepler-539,3.086060511,6.132594731,0.21746136,0.7180174005,0.54223,0.28040,384.2633964,0.856807024,0.4163585401,0.4751456876,-201.6786163,-180.7447855,150.8749758,5.22,0.73,,,
Kepler-103 c,Confirmed,36.23262,0.114,1.09,1.44,5845,501.93,5.036733087,5.036733087,0.459,0.3,288.984555,40.064521,0.6679,,Kepler-103,1.563368306,2.682037107,0.3313050239,0.4420435183,0.47162,0.54318,408.5425967,0.8269415291,0.4753180886,0.4734635595,-363.2424856,-305.4943505,163.284486,5.04,0.70,,,
Kepler-396 b,Confirmed,75.64354,0.238,0.81,1.17,5384,225.19,3.423661706,3.423661706,0.312,0.3,296.132818,48.977402,0.36709,,Kepler-396,10.39220448,4.700346569,0.4521141382,0.6929856808,0.65544,0.35086,453.9517402,0.7763308162,0.3419996809,0.4734558017,-132.695656,-152.5273499,99.18571732,5.17,0.85,,,
K2-266 c,Confirmed,0.2892253,0.00091,0.69,0.7,4285,77.16,0.6913163061,0.6913163061,0.063,0.3,157.93544,0.937571,0.0679,,K2-266,4.826299318,0.6467986738,0.8174890807,0.9338544037,0.91024,0.78552,636.8336794,0.6228146886,0.2452261018,0.4724563657,28.98135763,0.4742846025,-71.5088915,2.76,0.02,,,
Kepler-82 f,Confirmed,20.9005008,0.06576,0.91,0.9,5428,927.97,0,4.349897369,,0.3,292.87339,42.966137,0.3395,,Kepler-82,1.4,2.191937779,0.3738389472,0.4052098408,0.46593,0.62658,419.803668,0.8137849887,0.4778190322,0.4718388161,-625.6519591,-582.7389487,360.6983015,5.11,0.75,,,
Kepler-34 (AB) b,Confirmed,69.9226,0.22,2.0687,1.1,5913,1499,8.380289888,8.380289888,0.7637,0.3,296.4375,44.6416667,1.0896,,Kepler-34 (AB),0.6550113381,2.888475209,0.2132130269,0.2124931496,0.28109,0.51434,292.0447067,0.9930269053,0.7770678923,0.4673585685,-955.020948,-943.1494534,667.3867675,5.17,0.78,,,
Kepler-62 d,Confirmed,13.98452,0.044,0.69,0.64,4925,368,1.909349798,1.909349798,0.174,0.3,283.212747,45.349865,0.12,,Kepler-62,11.07642064,2.706265577,0.6874388228,0.6643989224,0.72212,0.53963,531.6609727,0.7027295665,0.3011423689,0.4663280291,-251.7752936,-254.8690525,84.11282656,4.94,0.79,,,
HD 208487 c,Confirmed,146.2018,0.46,1.3,1.15,5929,45,0,8.319125694,,0.3,329.3291667,-37.7636111,1.8,,HD 208487,1.4,4.192054283,0.2146124074,0.4052098408,0.39777,0.38520,239.0252902,0.9070733213,0.5455242344,0.4658243994,-18.14672771,14.05759446,38.70504246,5.75,-0.66,,,
K2-155 b,Confirmed,4.703884,0.0148,0.65,0.58,4258,82,1.766697227,1.766697227,0.161,0.3,65.468697,21.3536,0.0562,,K2-155,4.703039171,1.631686119,0.7228835814,0.9209871992,0.87239,0.75997,633.3317955,0.6251819408,0.2449833059,0.4622993931,69.47714061,27.1629081,34.04560701,1.14,0.37,,,
Kepler-289 b,Confirmed,7.31009,0.023,1.08,1,5990,700,2.106868742,2.106868742,0.192,0.3,297.465344,42.88285,0.21,,Kepler-289,4.309418369,1.8626532,0.6437349518,0.8777339364,0.82258,0.69865,606.529975,0.6439135815,0.2582976193,0.4609465142,-455.1111071,-422.6615504,322.8484072,5.19,0.75,,,
KOI-1783 c,Confirmed,15.001576,0.0472,1.08,1.14,5922,887.81,5.325330212,5.325330212,0.4853,0.3,289.341414,46.988243,0.8539,,KOI-1783,0.5476532046,1.678357807,0.3161890262,0.1808136538,0.28847,0.74673,331.8019483,0.9293291213,0.7358673343,0.4607353473,-571.4381903,-612.5403884,294.0395608,5.05,0.82,,,
K2-266 d,Confirmed,8.89924,0.028,0.69,0.7,4285,77.16,2.864024697,2.864024697,0.261,0.3,157.93544,0.937571,0.1035,,K2-266,2.088483353,1.762696172,0.5175950355,0.549710582,0.60181,0.72393,521.5122978,0.7115395302,0.3455645674,0.4560306821,28.98135763,0.4742846025,-71.5088915,2.76,0.02,,,
Kepler-42 d,Confirmed,0.95349,0.003,0.13,0.17,3068,38.7,0.5596370097,0.5596370097,0.051,0.3,292.219033,44.61916,0.0154,,Kepler-42,29.99198671,1.305251613,0.717650333,0.3104051638,0.48654,0.86758,479.597795,0.7503929841,0.4270362429,0.4558174481,-25.50086812,-25.16409759,14.63434035,5.10,0.78,,,
HAT-P-44 c,Confirmed,508.528,1.6,0.939,0.979,5295,374,0,12.60467744,,0.3,213.1458,47.0147,0.699,,HAT-P-44,1.4,6.351567942,0.147008263,0.4052098408,0.35711,0.27205,306.3907088,0.9690595622,0.5808250281,0.4554316995,-139.4251834,-149.5921329,-313.1434368,3.72,0.82,,,
Kepler-289 d,Confirmed,4.13179,0.013,1.08,1,5990,700,2.622612653,2.622612653,0.239,0.3,297.465344,42.88285,0.33,,Kepler-289,1.26282787,1.255137846,0.552087731,0.3729100737,0.49806,0.88686,489.9118181,0.7404438223,0.4146034523,0.4544192406,-455.1111071,-422.6615504,322.8484072,5.19,0.75,,,
HD 260655 b,Confirmed,2.1389959,0.00673,0.439,0.439,3803,9.9976,1.213644182,1.213644182,0.1106,0.3,99.29583334,17.56472225,0.02933,,HD 260655,6.596965182,1.327543217,0.9034875688,0.9102198474,0.92381,0.85928,678.9440743,0.5956911214,0.2234885251,0.4543789056,9.406306032,2.977482901,-1.614932869,1.73,0.31,,,
EPIC 212737443 b,Confirmed,9.2393181,0.02907,0.69,0.67,4684,347.45,2.534826456,2.534826456,0.231,0.3,204.221695,-7.318144,0.098,,EPIC 212737443,3.127545241,1.909128783,0.5657986396,0.7241745552,0.71536,0.68749,570.1892869,0.6711805994,0.2883536001,0.4541769421,-141.3865761,18.15754795,-316.8621815,3.56,-0.13,,,
Kepler-1647 (AB) b,Confirmed,483.1016,1.52,2.1885,1.79,6210,,11.63167118,11.63167118,1.06,0.3,298.15,40.65611113,2.7205,,Kepler-1647 (AB),1.692468135,6.444475258,0.1583321772,0.4699689338,0.39485,0.26866,252.1766774,0.9336822115,0.5212835414,0.4536846787,0,0,0,5.20,0.71,,,
Kepler-86 b,Confirmed,108.8091005,0.34235,0.94,1,5629,,9.289974361,9.289974361,0.8466,0.3,289.7625,51.9625,0.824,,Kepler-86,0.7482212674,3.422273649,0.194363944,0.2391162714,0.29162,0.45226,303.5094649,0.9737798533,0.7033801766,0.4528983538,0,0,0,5.06,0.91,,,
TOI-178 g,Confirmed,3.941092,0.0124,0.65,0.651,4316,63,2.809158323,2.809158323,0.256,0.3,7.300000004,-30.45361112,0.1275,,TOI-178,0.9801584714,1.184430437,0.5250503734,0.302044542,0.43863,0.91557,460.1516122,0.7698974253,0.4674550129,0.4528115955,6.900689246,-4.057294565,62.48934988,0.13,-0.53,,,
Kepler-114 c,Confirmed,2.86047,0.009,0.71,0.67,4605,261.49,1.569178282,1.569178282,0.143,0.3,294.121421,48.349525,0.07,,Kepler-114,4.081585568,1.350118646,0.778459017,0.8510762979,0.85415,0.85102,658.3805484,0.6086346565,0.236501666,0.449453503,-158.6078467,-178.3276463,106.8635656,5.13,0.84,,,
K2-110 b,Confirmed,16.686075,0.0525,0.75,0.71,4950,116.84,2.501906632,2.501906632,0.228,0.3,207.349533,-12.284491,0.1027,,K2-110,5.874207332,2.582444088,0.5711174541,0.9680076688,0.83775,0.55828,604.0554819,0.6456997481,0.2406484798,0.4490012126,-52.44929058,11.42092355,-103.7796706,3.62,-0.21,,,
BD+20 594 b,Confirmed,22.2481,0.07,1.67,1.08,5766,180.39,2.523853181,2.523853181,0.23,0.3,53.650967,20.599232,0.241,,BD+20 594,7.629727735,2.968956273,0.5675605359,0.838677956,0.77449,0.50391,568.372306,0.6726046557,0.2601799485,0.4488956245,136.0007352,51.11723511,106.9176338,0.94,0.36,,,
GJ 876 e,Confirmed,15.4306465,0.04855,0.334,0.36,3350,4.7,0,3.931468681,,0.3,343.3041667,-14.2536111,0.345,,GJ 876,1.4,1.981089207,0.4055586945,0.4052098408,0.47687,0.67090,180.9354406,0.7716859293,0.4219767089,0.448586594,-1.30869962,0.3324551654,4.501863933,5.99,-0.25,,,
TOI-712 b,Confirmed,5.593808,0.0176,0.732,0.674,4622,58.62,2.005914615,2.005914615,0.1828,0.3,92.93750002,-65.82583336,0.07928,,TOI-712,3.821013765,1.669886438,0.665354894,0.8189922041,0.80016,0.74910,624.4054541,0.6312982867,0.2504624279,0.4476707653,23.97403548,-53.40904002,-3.004075091,1.62,-1.15,,,
HD 207897 b,Confirmed,15.8915,0.05,0.801,0.779,5071,28.25,2.45230743,2.45230743,0.22348,0.3,325.1875,84.33361112,0.1164,,HD 207897,5.940849149,2.54556605,0.5793226822,0.9623740437,0.83854,0.56408,608.6161701,0.6424153604,0.2381096258,0.4468370189,-1.592386581,-16.04891332,23.19394719,5.68,1.47,,,
KOI-1599.01,Confirmed,4.5990001,0.01447,1.02,0.97,5370,1168.99,1.865456699,1.865456699,0.17,0.3,298.373847,40.618421,0.14728,,KOI-1599,3.90585643,1.570104304,0.6979690186,0.8296338116,0.81677,0.77818,637.8451869,0.622134249,0.2436769241,0.4461243994,-780.7363483,-669.6075151,555.5305124,5.21,0.71,,,
GJ 1214 b,Confirmed,8.1714093,0.02571,0.15,0.216,3026,13,2.68439219,2.68439219,0.24463,0.3,258.8291667,4.9638889,0.01411,He,GJ 1214,2.328989011,1.744676374,0.5428303766,0.5942064742,0.63597,0.72868,552.2001707,0.68555092,0.3122046817,0.4455922153,-12.70586712,-1.103550513,-2.518554558,4.52,0.09,,,
GJ 486 b,Confirmed,2.8191521,0.00887,0.323,0.328,3340,8.0761,1.277618373,1.277618373,0.11643,0.3,191.9875,9.751388905,0.01734,,GJ 486,7.452868115,1.485415873,0.8781102328,0.8501205059,0.88345,0.80469,670.7130344,0.6008054333,0.2236857255,0.444540061,-1.6531571,-0.2841056008,-7.899983976,3.35,0.17,,,
TOI-269 b,Confirmed,8.803891,0.0277,0.3917,0.398,3514,57.023,2.711496178,2.711496178,0.2471,0.3,75.84583334,-54.17777779,0.0345,,TOI-269,2.434759345,1.801864841,0.5388662426,0.6129221137,0.64526,0.71381,556.4273721,0.6821190537,0.3056496408,0.444098084,32.36078531,-44.83267467,13.94393722,1.32,-0.95,,,
TOI-2180 b,Confirmed,875.62165,2.755,1.111,1.636,5695,116.3,11.08300745,11.08300745,1.01,0.3,277.9416667,56.65083335,0.828,,TOI-2180,3.546108262,8.888302239,0.1655217055,0.7831417557,0.52551,0.20226,383.0814706,0.8583160544,0.3732017574,0.4428544088,-63.32156103,-96.21783088,16.06856958,4.85,0.99,,,
Kepler-1514 b,Confirmed,1678.1424,5.28,1.2,1.29,6145,389.3,12.15838837,12.15838837,1.108,0.3,292.627466,37.860133,0.753,,Kepler-1514,5.147651652,11.74804984,0.1519942978,0.9660011079,0.57383,0.15689,384.7512802,0.8561856617,0.3390937359,0.441114961,-283.6982442,-220.5361985,149.778441,5.11,0.66,,,
KOI-3680 b,Confirmed,613.4119,1.93,1.01,0.96,5830,946.59,10.86354195,10.86354195,0.99,0.3,293.281566,45.309677,0.534,,KOI-3680,2.637826542,7.514148203,0.1685837171,0.6474920712,0.47715,0.23490,374.7769789,0.86907062,0.4071690111,0.4407718007,-611.5061474,-618.1523728,374.1396849,5.12,0.79,,,
TOI-1246 e,Confirmed,14.810878,0.0466,0.87,0.86,5141,170.7,3.700188229,3.700188229,0.3372,0.3,251.1166667,70.43000002,0.211,,TOI-1246,1.611824406,2.000635057,0.4255148736,0.4526436806,0.51294,0.66653,487.7836936,0.7424750027,0.3780403965,0.440356397,-54.10006305,-152.1827297,-55.24572342,4.38,1.23,,,
TOI-1696 b,Confirmed,56.796221,0.1787,0.255,0.2775,3185,65.03,3.172373716,3.172373716,0.2891,0.3,65.27916667,48.81972224,0.0235,,TOI-1696,9.807871927,4.231135462,0.4793434472,0.7194210823,0.67994,0.38233,512.7382552,0.7193361829,0.2848996582,0.4401301581,38.89375009,44.45884183,27.19537621,1.14,0.85,,,
TOI-178 e,Confirmed,3.8584562,0.01214,0.65,0.651,4316,63,2.160637788,2.160637788,0.1969,0.3,7.300000004,-30.45361112,0.0783,,TOI-178,2.108997413,1.336303742,0.6327836765,0.5536154689,0.63970,0.85605,578.9032047,0.6644340416,0.3027024759,0.4400429425,6.900689246,-4.057294565,62.48934988,0.13,-0.53,,,
HD 3167 c,Confirmed,9.789164,0.0308,0.94,0.87,5528,47.36,2.798185049,2.798185049,0.255,0.3,8.739684,4.381469,0.1841,,HD 3167,2.463341842,1.870354666,0.5265672879,0.6178944515,0.64380,0.69678,560.0361412,0.6792163353,0.2994923356,0.4391062389,7.175105002,0.549759937,46.81009755,0.15,0.08,,,
WASP-47 c,Confirmed,416.3573,1.31,1.04,1.14,5552,266.69,0,11.79185619,,0.3,331.203047,-12.018885,1.41,,WASP-47,1.4,5.941982737,0.156349475,0.4052098408,0.36343,0.28810,250.1897224,0.9297454484,0.5279307919,0.4380277584,-125.650348,26.75109516,233.7090607,5.78,-0.21,,,
HD 80606 b,Confirmed,1252.2502,3.94,0.98,0.98,5645,58.4,10.106386,10.106386,0.921,0.3,140.6541667,50.6036111,0.449,K,HD 80606,6.688239861,11.13107208,0.1800765794,0.9034090267,0.58104,0.16487,397.8396415,0.8398464672,0.326974214,0.4358715187,23.4994636,28.61239166,-45.16266438,2.45,0.88,,,
GJ 876 d,Confirmed,6.90994203,0.021741,0.334,0.36,3350,4.7,0,1.698306167,,0.3,343.3041667,-14.2536111,0.021,,GJ 876,7.777406852,2.017058944,0.7412057328,0.8293567076,0.83073,0.66290,641.7741568,0.6195052807,0.2276731182,0.4348960535,-1.30869962,0.3324551654,4.501863933,5.99,-0.25,,,
Kepler-411 e,Confirmed,10.7998634,0.03398,0.87,0.82,4974,153.59,0,3.490595575,,0.3,287.605582,49.523262,0.186,,Kepler-411,1.4,1.758930766,0.4453752218,0.4052098408,0.48977,0.72492,490.6392624,0.7397520621,0.385346725,0.4344338872,-95.03141188,-111.359006,46.45525427,5.02,0.86,,,
GJ 3473 b,Confirmed,1.8593055,0.00585,0.36,0.364,3347,27.39,1.237456188,1.237456188,0.11277,0.3,120.5958333,3.3388889,0.01589,,GJ 3473,5.409655803,1.225744186,0.8938722514,0.9908106813,0.96376,0.89858,736.5602038,0.5621924391,0.1931627204,0.4314653417,23.53671685,1.373147592,-13.94092987,2.10,0.06,,,
K2-285 d,Confirmed,6.4996235,0.02045,0.83,0.79,4975,155.65,2.425093709,2.425093709,0.221,0.3,349.384277,1.30029,0.1178,,K2-285,2.512528518,1.637077421,0.5839256295,0.626368236,0.66791,0.75842,598.2490294,0.6499301899,0.272813347,0.4268651578,-28.66662722,-0.6506819459,152.9860242,6.10,0.02,,,
TOI-1693 b,Confirmed,2.796904,0.0088,0.49,0.46,3499,30.8,1.380437957,1.380437957,0.1258,0.3,90.30833334,34.77305558,0.0226,,TOI-1693,5.86185751,1.423376249,0.8401815279,0.9690589238,0.93572,0.82529,726.2630622,0.5679000069,0.1928553674,0.4248031325,25.29929289,17.56582783,-0.1657473038,1.58,0.61,,,
HIP 116454 b,Confirmed,11.823276,0.0372,0.775,0.716,5089,55.2,2.479960082,2.479960082,0.226,0.3,353.9541667,0.445555574,0.098,,HIP 116454,4.273779692,2.183413291,0.5747192361,0.8736459377,0.79444,0.62826,636.7092848,0.6228984714,0.2268674081,0.4245371819,-5.813708451,-0.04521070215,54.89297542,6.18,0.01,,,
TOI-402 c,Confirmed,8.7911778,0.02766,0.851,0.839,5131,44.86,2.468986808,2.468986808,0.225,0.3,36.868245,-27.635184,0.1235,,TOI-402,3.220320747,1.886920176,0.5765372171,0.7377325165,0.72638,0.69278,619.8671807,0.6344540394,0.2471182343,0.4236754075,23.84447638,-12.48424118,35.88877635,0.64,-0.48,,,
K2-138 g,Confirmed,4.290705,0.0135,0.93,0.86,5378,183,2.949616239,2.949616239,0.2688,0.3,348.949036,-10.849696,0.231,,K2-138,0.9218080235,1.206065658,0.5063783109,0.2866404035,0.42213,0.90659,487.687183,0.7425673811,0.4211600012,0.4216470018,-34.4507796,6.602811364,179.6066443,6.09,-0.19,,,
Kepler-38 (AB) b,Confirmed,120.7754,0.38,0.949,1.757,5640,,4.279577133,4.279577133,0.39,0.3,286.8292,42.2792,0.4644,,Kepler-38 A,8.495408842,5.312246195,0.3788182178,0.7868388652,0.66704,0.31684,513.8643175,0.7183260153,0.2657255866,0.4210101213,0,0,0,5.01,0.74,,,
Kepler-1654 b,Confirmed,158.915,0.5,1.01,1.18,5597,577.6,8.987111979,8.987111979,0.819,0.3,282.185812,44.434486,2.026,,Kepler-1654,1.20701539,4.204958855,0.200258093,0.3593903899,0.36575,0.38425,218.4001773,0.8625596399,0.4736593611,0.416220701,-403.1431739,-395.2625883,121.9213993,4.93,0.78,,,
Kepler-16 (AB) b,Confirmed,105.83739,0.333,0.8499,0.65,4450,,8.271654469,8.271654469,0.7538,0.3,289.075,51.7575,0.7048,,Kepler-16 (AB),1.031027722,3.576949012,0.2157112311,0.3152494581,0.34828,0.43697,218.4900626,0.8627614982,0.4957857973,0.4155410635,0,0,0,5.05,0.90,,,
TOI-1260 c,Confirmed,11.8391675,0.03725,0.66,0.65,4227,73.41,2.760875915,2.760875915,0.2516,0.3,157.1458333,65.85416669,0.0656,,TOI-1260,3.101622049,2.070744514,0.5317910097,0.7203339932,0.70084,0.65131,616.8697487,0.6365557041,0.2440780946,0.413592652,11.66292338,26.01693619,-67.64704982,2.74,1.15,,,
TOI-125 d,Confirmed,13.603124,0.0428,0.859,0.848,5320,111.4,2.868414007,2.868414007,0.2614,0.3,23.59345834,-66.67633335,0.137,,TOI-125,3.177763174,2.177648559,0.5170077444,0.7315492171,0.70100,0.62940,613.786425,0.6387321699,0.2434797631,0.4131330262,17.65319077,-40.94368875,102.0878994,0.41,-1.16,,,
LHS 1815 b,Confirmed,4.195356,0.0132,0.502,0.501,3643,29.87,1.065175775,1.065175775,0.09707,0.3,91.08333334,-55.31305557,0.0404,,LHS 1815,19.13874037,1.984555049,0.9684405677,0.4470816697,0.64415,0.67012,595.8379462,0.6517031799,0.2632398863,0.4117842505,16.99574474,-24.5569263,-0.5647403543,1.59,-0.97,,,
HD 3651 b,Confirmed,73.1009,0.23,0.79,0.947,5173,11,0,6.602894439,,0.3,9.8375,21.2502778,0.295,,HD 3651,1.4,3.327235689,0.2630577099,0.4052098408,0.42152,0.46219,438.8002729,0.7925148373,0.3989490697,0.4100817069,1.751610905,0.6811740043,10.83825914,0.17,0.37,,,
